firstdate;marketcode;segmentcode;isincode;description;currencycode;minimumlot;status;issuedate;issueprice;redemptiondate;redemptionprice;
26/03/2022;EUROTLX;EUROTLX;FR0013284254;Engie 1.375% Call 28fb29;EUR;100000;Senior;;;28/02/2029;;
26/03/2022;EUROTLX;EUROTLX;FR0013241676;Orange Tf 1,5% St27 Call Eur;EUR;100000;Senior;;;09/09/2027;;
26/03/2022;EUROTLX;EUROTLX;FR0013217114;Orange Tf 0,875% Fb27 Call Eur;EUR;100000;Senior;;;03/02/2027;;
26/03/2022;EUROTLX;EUROTLX;FR0013210416;Veolia Environnement 0.927% Call 04ge29;EUR;100000;Senior;;;04/01/2029;;
26/03/2022;EUROTLX;EUROTLX;FR0011225143;Edf 4.125% 25mz27;EUR;100000;Senior;;;25/03/2027;;
26/03/2022;EUROTLX;EUROTLX;FR0010014845;Gie Psa Trésorerie 6% 19st33;EUR;1000;Senior;;;19/09/2033;;
26/03/2022;EUROTLX;EUROTLX;FR0000471930;Orange 8.125% 28ge33;EUR;1000;Senior;;;28/01/2033;;
26/03/2022;EUROTLX;EUROTLX;DE000DL40SR8;Db 4.50% Sub 19mg26;EUR;100000;TIER II;;;19/05/2026;;
26/03/2022;EUROTLX;EUROTLX;DE000DL19VU0;Db-Fix Float Call 17fb32;EUR;100000;Senior;;;17/02/2032;;
26/03/2022;EUROTLX;EUROTLX;DE000DL19T26;Deutsche Bk Tf 1,75% Ge28 Eur;EUR;100000;Senior;;;17/01/2028;;
26/03/2022;EUROTLX;EUROTLX;DE000A3H3JM4;Daimler Green Bond 0.75% 11mz33;EUR;1000;Senior;;;11/03/2033;;
26/03/2022;EUROTLX;EUROTLX;DE000A2TR083;Daimler Tf 2% Fb31 Eur;EUR;1000;Senior;;;27/02/2031;;
26/03/2022;EUROTLX;EUROTLX;DE000A2RYD91;Daim Int Fin Tf 1,375% Gn26 Eur;EUR;1000;Senior;;;26/06/2026;;
26/03/2022;EUROTLX;EUROTLX;DE000A2GSLY0;Daimler Tf 1% Nv27 Eur;EUR;1000;Senior;;;15/11/2027;;
26/03/2022;EUROTLX;EUROTLX;DE000A2GSCW3;Daimler Tf 1,5% Lg29 Eur;EUR;1000;Senior;;;03/07/2029;;
26/03/2022;EUROTLX;EUROTLX;DE000A289QR9;Daimler Green Bond 0.75% 10st30;EUR;1000;Senior;;;10/09/2030;;
26/03/2022;EUROTLX;EUROTLX;DE000A1ZZ028;Bmw Us Cap Tf 1% Ap27 Eur;EUR;1000;Senior;;;20/04/2027;;
26/03/2022;EUROTLX;EUROTLX;DE000A1HG1K6;Allian F Ii Tf 3% Mz28 Eur;EUR;100000;Senior;;;13/03/2028;;
26/03/2022;EUROTLX;EUROTLX;DE000A169NC2;Daimler Tf 1,375% Mg28 Eur;EUR;1000;Senior;;;11/05/2028;;
26/03/2022;EUROTLX;EUROTLX;DE0001892057;Db Zc 20ge32;ITL;5000000;Senior;;;20/01/2032;;
26/03/2022;EUROTLX;EUROTLX;DE0001345759;Db Zc 28ot26;DEM;10000;Senior;;;28/10/2026;;
26/03/2022;EUROTLX;EUROTLX;DE0001342244;Db Zc 15ot26;ITL;5000000;Senior;;;15/10/2026;;
26/03/2022;EUROTLX;EUROTLX;AU3TB0000192;Australia Tf 3,75% Ap37 Aud;AUD;1000;Senior;;;21/04/2037;;
26/03/2022;EUROTLX;EUROTLX;AU3TB0000150;Australia 3.25% 21ap29;AUD;1000;Senior;;;21/04/2029;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAX7;Australia Tf 2,75% Nv29 Aud;AUD;1000;Senior;;;21/11/2029;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAU3;Australia 2.75% 21nv28;AUD;1000;Senior;;;21/11/2028;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAR9;Australia Tf 2,25% Mg28 Aud;AUD;1000;Senior;;;21/05/2028;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAP3;Australia Tf 3,25% Gn39 Aud;AUD;1000;Senior;;;21/06/2039;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAM0;Australia 2.75% 21gn35;AUD;1000;Senior;;;21/06/2035;;
26/03/2022;EUROTLX;EUROTLX;AU000XCLWAG2;Australia 4.5% 21ap33;AUD;1000;Senior;;;21/04/2033;;
26/03/2022;EUROTLX;EUROTLX;AU0000087454;Australia Tf 1% Dc30 Aud;AUD;1000;Senior;;;21/12/2030;;
26/03/2022;EUROTLX;EUROTLX;AU0000018442;Australia Tf 2,75% Mg41 Aud;AUD;1000;Senior;;;21/05/2041;;
26/03/2022;MOT;EXTRAMOT;XS2049616894;Siemens Fin Tf 0,5% St34 Eur;EUR;1000;Senior;05/09/2019;;05/09/2034;100;
26/03/2022;MOT;EXTRAMOT;XS2049616621;Siemens Fin Tf 0,125% St29 Eur;EUR;1000;Senior;05/09/2019;;05/09/2029;100;
26/03/2022;MOT;EXTRAMOT;XS2024716099;Dtelekom Tf 1,375% Lg34 Eur;EUR;1000;Senior;05/07/2019;;05/07/2034;100;
26/03/2022;MOT;EXTRAMOT;XS2024715794;Dtelekom Tf 0,5% Lg27 Eur;EUR;1000;Senior;05/07/2019;;05/07/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1955187932;Siemens Fin Tf 1,75% Fb39 Eur;EUR;1000;Senior;28/02/2019;;28/02/2039;100;
26/03/2022;MOT;EXTRAMOT;XS1693818525;Total Cap In Tf 1,375% Ot29 Eur;EUR;100000;Senior;04/10/2017;;04/10/2029;100;
26/03/2022;MOT;EXTRAMOT;XS1681519184;Gsk Capital Tf 1% St26 Call Eur;EUR;100000;Senior;12/09/2017;;12/09/2026;100;
26/03/2022;MOT;EXTRAMOT;XS1626600040;Dbahnfinance Tf 1,5% Dc32 Call Eur;EUR;1000;Senior;08/06/2017;;08/12/2032;100;
26/03/2022;MOT;EXTRAMOT;XS1605365193;Ca Tf 1,375% Mg27 Eur;EUR;100000;Senior;03/05/2017;;03/05/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1574158082;Pfizer Tf 1% Mz27 Call Eur;EUR;100000;Senior;06/03/2017;;06/03/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1566101603;Unilever Tf 1% Fb27 Eur;EUR;100000;Senior;14/02/2017;;14/02/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1557095616;Dt Intl Fin Tf 1,375% Ge27 Eur;EUR;1000;Senior;30/01/2017;;30/01/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1551446880;Gas Fenosa Tf 1,375% Ge27 Call Eur;EUR;100000;Senior;19/01/2017;;19/01/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1527556192;Asml Hol Nv Tf 1,625% Mg27 Call Eur;EUR;100000;Senior;30/11/2016;;28/05/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1476654584;Shell Int Tf 0,75% Ag28 Eur;EUR;100000;Senior;15/08/2016;;15/08/2028;100;
26/03/2022;MOT;EXTRAMOT;XS1470601656;Bnp Tf 2,25% Ge27 Sub Tier2 Eur;EUR;100000;Si;11/08/2016;;11/01/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1441837546;Dbahnfinance Tf 0,875% Lg31 Eur;EUR;1000;Senior;11/07/2016;;11/07/2031;100;
26/03/2022;MOT;EXTRAMOT;XS1410582313;Airbus Fin Tf 1,375% Mg31 Call Eur;EUR;100000;Senior;13/05/2016;;13/05/2031;100;
26/03/2022;MOT;EXTRAMOT;XS1410426024;Axa Tf 1,125% Mg28 Call Eur;EUR;100000;Senior;13/05/2016;;15/05/2028;100;
26/03/2022;MOT;EXTRAMOT;XS1408421763;Philip Morr Tf 2% Mg36 Call Eur;EUR;100000;Senior;09/05/2016;;09/05/2036;100;
26/03/2022;MOT;EXTRAMOT;XS1405762805;Telekom Finm Tf 1,5% Dc26 Call Eur;EUR;100000;Senior;07/12/2016;;07/12/2026;100;
26/03/2022;MOT;EXTRAMOT;XS1403264291;Mcdonald'S Tf 1,75% Mg28 Eur;EUR;100000;Senior;03/05/2016;;03/05/2028;100;
26/03/2022;MOT;EXTRAMOT;XS1378880253;Bnp Tf 2,875% Ot26 Sub Tier2 Eur;EUR;100000;Si;11/03/2016;;01/10/2026;100;
26/03/2022;MOT;EXTRAMOT;XS1309529680;Bng Bank Tf 1,375% Ot30 Eur;EUR;1000;Senior;21/10/2015;;21/10/2030;100;
26/03/2022;MOT;EXTRAMOT;XS1292389415;Apple Tf 2% St27 Call Eur;EUR;100000;Senior;17/09/2015;;17/09/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1203860934;Bat Intl Fin Tf 2% Mz45 Call Eur;EUR;100000;Senior;13/03/2015;;13/03/2045;100;
26/03/2022;MOT;EXTRAMOT;XS1190624038;Equinor Asa Tf 1,25% Fb27 Call Eur;EUR;100000;Senior;17/02/2015;;17/02/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1180130939;Rabobank Nl Tf 1,375% Fb27 Eur;EUR;1000;Senior;03/02/2015;;03/02/2027;100;
26/03/2022;MOT;EXTRAMOT;XS1128224703;Airbus Fin Tf 2,125% Ot29 Eur;EUR;100000;Senior;29/10/2014;;29/10/2029;100;
26/03/2022;MOT;EXTRAMOT;XS1114473579;Bp Capital M Tf 2,213% St26 Eur;EUR;100000;Senior;25/09/2014;;25/09/2026;100;
26/03/2022;MOT;EXTRAMOT;XS1114159277;Adidas Tf 2,25% Ot26 Call Eur;EUR;1000;Senior;08/10/2014;;08/10/2026;100;
26/03/2022;MOT;EXTRAMOT;XS1111559925;Total Canada Tf 2,125% St29 Eur;EUR;100000;Senior;18/09/2014;;18/09/2029;100;
26/03/2022;MOT;EXTRAMOT;XS1109741329;British Sky Tf 2,5% St26 Eur;EUR;100000;Senior;15/09/2014;;15/09/2026;100;
26/03/2022;MOT;EXTRAMOT;XS0935427970;Jpmorgan C&C Tf 2,875% Mg28 Eur;EUR;100000;Senior;24/05/2013;;24/05/2028;100;
26/03/2022;MOT;EXTRAMOT;XS0438844093;Enbw Fin Tf 6,125% Lg39 Eur;EUR;1000;Senior;07/07/2009;;07/07/2039;100;
26/03/2022;MOT;EXTRAMOT;FR0013310224;Orange Tf 1,375% Ge30 Call Eur;EUR;100000;Senior;16/01/2018;;16/01/2030;100;
26/03/2022;MOT;EXTRAMOT;FR0013284270;Engie Tf 2% St37 Call Eur;EUR;100000;Senior;28/09/2017;;28/09/2037;100;
26/03/2022;MOT;EXTRAMOT;FR0013264439;Coenterprise Tf 2,125% Lg32 Call Eur;EUR;100000;Senior;29/06/2017;;29/07/2032;100;
26/03/2022;MOT;EXTRAMOT;FR0013264421;Coenterprise Tf 1,5% Lg28 Call Eur;EUR;100000;Senior;29/06/2017;;29/07/2028;100;
26/03/2022;MOT;EXTRAMOT;FR0013152899;Rte Tf 1% Ot26 Call Eur;EUR;100000;Senior;18/04/2016;;19/10/2026;100;
26/03/2022;MOT;EXTRAMOT;FR0012663169;Veolia Env Tf 1,59% Ge28 Call Eur;EUR;100000;Senior;09/04/2015;;10/01/2028;100;
26/03/2022;MOT;EXTRAMOT;FR0012146801;Sanofi Tf 1,75% St26 Call Eur;EUR;100000;Senior;10/09/2014;;10/09/2026;100;
26/03/2022;MOT;EXTRAMOT;FR0011911247;Engie Tf 2,375% Mg26 Eur;EUR;100000;Senior;19/05/2014;;19/05/2026;100;
26/03/2022;MOT;EXTRAMOT;DE000A2TSDE2;Dtelekom Tf 1,75% Mz31 Eur;EUR;1000;Senior;25/03/2019;;25/03/2031;100;
26/03/2022;MOT;EXTRAMOT;DE000A2GSCX1;Daimler Tf 2,125% Lg37 Eur;EUR;1000;Senior;03/07/2017;;03/07/2037;100;
26/03/2022;MOT;EXTRAMOT;DE000A180B80;Allian F Ii Tf 1,375% Ap31 Call Eur;EUR;100000;Senior;21/04/2016;;21/04/2031;100;
26/03/2022;MOT;EXTRAMOT;DE000A13SL34;Sap Tf 1,75% Fb27 Call Eur;EUR;1000;Senior;20/11/2014;;22/02/2027;100;
26/03/2022;MOT;EXTRAMOT;CA135087XW98;Canada Tf 5% Gn37 Cad;CAD;1000;Senior;19/07/2004;;01/06/2037;100;
26/03/2022;MOT;EXTRAMOT;CA135087K379;Canada Tf 1,25% Gn30 Cad;CAD;1000;Senior;26/07/2019;;01/06/2030;100;
26/03/2022;MOT;EXTRAMOT;CA135087J397;Canada Tf 2,25% Gn29 Cad;CAD;1000;Senior;27/07/2018;;01/06/2029;100;
26/03/2022;MOT;EXTRAMOT;CA135087H235;Canada Tf 2% Gn28 Cad;CAD;1000;Senior;01/08/2017;;01/06/2028;100;
26/03/2022;MOT;EXTRAMOT;CA135087F825;Canada Tf 1% Gn27 Cad;CAD;1000;Senior;03/08/2016;;01/06/2027;100;
26/03/2022;MOT;EXTRAMOT;CA135087E679;Canada Tf 1,5% Gn26 Cad;CAD;1000;Senior;21/07/2015;;01/06/2026;100;
26/03/2022;MOT;EXTRAMOT;CA135087D358;Canada Tf 2,75% Dc48 Cad;CAD;1000;Senior;02/06/2014;;01/12/2048;100;
26/03/2022;MOT;EXTRAMOT;BE6282460615;Solvay Tf 2,75% Dc27 Call Eur;EUR;100000;Senior;02/12/2015;;02/12/2027;100;
26/03/2022;MOT;DOMESTICMOT;XS1236574627;Sg Mc Ge28 Eur;EUR;2000;Senior;04/01/2016;;04/01/2028;;
26/03/2022;MOT;DOMESTICMOT;XS0231558858;Austria-35 Cms Link;EUR;1000;Senior;24/10/2005;;24/10/2035;;
26/03/2022;MOT;DOMESTICMOT;IT0006527300;Eib-99/29 Eu Sd;EUR;1000;Senior;26/02/1999;;26/02/2029;;
26/03/2022;MOT;DOMESTICMOT;IT0006526609;Eib-99/29 F & Zero;EUR;1000;Senior;22/01/1999;;22/01/2029;;
26/03/2022;MOT;DOMESTICMOT;IT0005374043;Cdp Mc Gn26 Eur;EUR;1000;Senior;28/06/2019;;28/06/2026;;
26/03/2022;MOT;DOMESTICMOT;IT0005188351;Mediobanca Opera Tf 3,75% Gn26 Sub Tier2;EUR;1000;TIER II;16/06/2016;;16/06/2026;;
26/03/2022;MOT;DOMESTICMOT;IT0001308508;Mpaschi-15fb29 8 Tm;EUR;1000;Senior;15/02/1999;;15/02/2029;;
26/03/2022;MOT;DOMESTICMOT;IT0001302733;Mpaschi-99/29 4 Tm;EUR;1000;Senior;01/02/1999;;01/02/2029;;
26/03/2022;MOT;DOMESTICMOT;IT0001205589;Mediolomb-98/28 25zc;EUR;1000;Senior;18/02/1998;;18/02/2028;;
26/03/2022;MOT;DOMESTICMOT;IT0001203253;Medio Cen-98/28 Zc;EUR;1000;Senior;10/02/1998;;10/02/2028;;
26/03/2022;MOT;DOMESTICMOT;IT0001200390;Comit-98/28 Zc;EUR;1000;Senior;17/02/1998;;17/02/2028;;
26/03/2022;MOT;DOMESTICMOT;IT0000966017;Comit-97/27 Zc;EUR;1000;Senior;08/01/1997;;08/01/2027;;
26/03/2022;MOT;EUROMOT;XS2447948824;Afdb Zc Fb42 Brl;BRL;5000;Senior;24/02/2022;;24/02/2042;;
26/03/2022;MOT;EUROMOT;XS2445142867;Intsanpaolo Tf 1,05% Fb28 Chf;CHF;2000;Senior;21/02/2022;;21/02/2028;;
26/03/2022;MOT;EUROMOT;XS2444707850;Intsanpaolo Sc Fb30 Usd;USD;2000;Senior;21/02/2022;;21/02/2030;;
26/03/2022;MOT;EUROMOT;XS2444704758;Intsanpaolo Tf 2,8% Fb27 Usd;USD;2000;Senior;21/02/2022;;21/02/2027;;
26/03/2022;MOT;EUROMOT;XS2439227047;World Bank Green Bond Tf 6,875% Fb29 Mxn;MXN;25000;Senior;09/02/2022;;09/02/2029;;
26/03/2022;MOT;EUROMOT;XS2439224705;World Bank Green Bond Tf 9,5% Fb29 Brl;BRL;5000;Senior;09/02/2022;;09/02/2029;;
26/03/2022;MOT;EUROMOT;XS2439224374;World Bank Green Bond Tf 6,75% Fb29 Zar;ZAR;20000;Senior;09/02/2022;;09/02/2029;;
26/03/2022;MOT;EUROMOT;XS2438631710;Ebrd Zc Fb32 Brl;BRL;5000;Senior;02/02/2022;;02/02/2032;;
26/03/2022;MOT;EUROMOT;XS2436920321;Eib Tf 9,25% Ge27 Brl;BRL;5000;Senior;28/01/2022;;28/01/2027;;
26/03/2022;MOT;EUROMOT;XS2434896010;Romania Tf 3,625% Mz32 Usd;USD;2000;Senior;27/01/2022;;27/03/2032;;
26/03/2022;MOT;EUROMOT;XS2434895988;Romania Tf 3% Fb27 Usd;USD;2000;Senior;27/01/2022;;27/02/2027;;
26/03/2022;MOT;EUROMOT;XS2434895806;Romania Tf 3,75% Fb34 Eur;EUR;1000;Senior;07/02/2022;;07/02/2034;;
26/03/2022;MOT;EUROMOT;XS2434895558;Romania Tf 2,125% Mz28 Eur;EUR;1000;Senior;07/02/2022;;07/03/2028;;
26/03/2022;MOT;EUROMOT;XS2434801325;Aiib Zc Ge32 Rub;RUB;100000;Senior;20/01/2022;;20/01/2032;;
26/03/2022;MOT;EUROMOT;XS2434393968;Cyprus Tf 0,95% Ge32 Eur;EUR;1000;Senior;20/01/2022;;20/01/2032;;
26/03/2022;MOT;EUROMOT;XS2432303571;Adb Tf 2,45% Ge27 Cny;CNY;100000;Senior;24/01/2022;;24/01/2027;;
26/03/2022;MOT;EUROMOT;XS2431032585;World Bank Green Bond Tf 7,25% Ge27 Mxn;MXN;25000;Senior;21/01/2022;;21/01/2027;;
26/03/2022;MOT;EUROMOT;XS2431032403;World Bank Green Bond Tf 9,75% Ge27 Brl;BRL;10000;Senior;21/01/2022;;21/01/2027;;
26/03/2022;MOT;EUROMOT;XS2431025613;World Bank Green Bond Tf 6,5% Ge27 Zar;ZAR;20000;Senior;21/01/2022;;21/01/2027;;
26/03/2022;MOT;EUROMOT;XS2431024996;World Bank Green Bond Tf 6,75% Ge27 Rub;RUB;100000;Senior;21/01/2022;;21/01/2027;;
26/03/2022;MOT;EUROMOT;XS2425613176;Ebrd Tf 5,25% Ge27 Inr;INR;100000;Senior;12/01/2022;;12/01/2027;;
26/03/2022;MOT;EUROMOT;XS2408944242;Ebrd Tf 14,2% Nv26 Try;TRY;1000;Senior;23/11/2021;;23/11/2026;;
26/03/2022;MOT;EUROMOT;XS2407748016;Intsanpaolo Tf 2,3% Nv28 Usd;USD;2000;Senior;18/11/2021;;18/11/2028;;
26/03/2022;MOT;EUROMOT;XS2398666110;Gs Group Mc Fb27 Eur;EUR;1000;Senior;17/02/2022;;17/02/2027;;
26/03/2022;MOT;EUROMOT;XS2395954998;Intsanpaolo Tf 2,5% Ot31 Usd;USD;2000;Senior;14/10/2021;;14/10/2031;;
26/03/2022;MOT;EUROMOT;XS2393520734;Ovs Slb Tf 2,25% Nv27 Call Eur;EUR;1000;Senior;10/11/2021;;10/11/2027;;
26/03/2022;MOT;EUROMOT;XS2393511071;World Bank Green Bond Tf 6,25% Ot26 Mxn;MXN;100000;Senior;07/10/2021;;07/10/2026;;
26/03/2022;MOT;EUROMOT;XS2393509414;World Bank Green Bond Tf 5,25% Ot26 Rub;RUB;100000;Senior;07/10/2021;;07/10/2026;;
26/03/2022;MOT;EUROMOT;XS2391850703;Eib Tf 8% St26 Brl;BRL;5000;Senior;30/09/2021;;30/09/2026;;
26/03/2022;MOT;EUROMOT;XS2387370526;Afdb Zc St51 Zar;ZAR;1000000;Senior;16/09/2021;;16/09/2051;;
26/03/2022;MOT;EUROMOT;XS2377768366;Wiit Tf 2,375% Ot26 Call Eur;EUR;1000;Senior;07/10/2021;;07/10/2026;;
26/03/2022;MOT;EUROMOT;XS2364200514;Romania Tf 2,875% Ap42 Eur;EUR;1000;Senior;13/07/2021;;13/04/2042;;
26/03/2022;MOT;EUROMOT;XS2364199757;Romania Tf 1,75% Lg30 Eur;EUR;1000;Senior;13/07/2021;;13/07/2030;;
26/03/2022;MOT;EUROMOT;XS2351324947;Intsanpaolo Mc Infl Link Gn28 Usd;USD;2000;Senior;15/06/2021;;15/06/2028;;
26/03/2022;MOT;EUROMOT;XS2351324517;Intsanpaolo Tf 1,35% Gn26 Usd;USD;2000;Senior;15/06/2021;;15/06/2026;;
26/03/2022;MOT;EUROMOT;XS2339217775;World Bank Zc Mg31 Rub;RUB;100000;Senior;06/05/2021;;06/05/2031;;
26/03/2022;MOT;EUROMOT;XS2338004497;Eib Green Bond Tf 1,25% Fb27 Nok;NOK;10000;Senior;06/05/2021;;17/02/2027;;
26/03/2022;MOT;EUROMOT;XS2337791482;Adb Tf 5% Mg26 Rub;RUB;100000;Senior;07/05/2021;;07/05/2026;;
26/03/2022;MOT;EUROMOT;XS2331288212;Iwb Tf 2,5% Mg27 Call Eur;EUR;1000;Senior;13/05/2021;;13/05/2027;;
26/03/2022;MOT;EUROMOT;XS2330514899;Romania Tf 2,75% Ap41 Eur;EUR;1000;Senior;14/04/2021;;14/04/2041;;
26/03/2022;MOT;EUROMOT;XS2330503694;Romania Tf 2% Ap33 Eur;EUR;1000;Senior;14/04/2021;;14/04/2033;;
26/03/2022;MOT;EUROMOT;XS2322452637;Intsanpaolo Tf 2,25% Mz28 Aud;AUD;2000;Senior;29/03/2021;;29/03/2028;;
26/03/2022;MOT;EUROMOT;XS2322452553;Intsanpaolo Tf 2,7% Mz31 Usd;USD;2000;Senior;29/03/2021;;29/03/2031;;
26/03/2022;MOT;EUROMOT;XS2308323661;Eib Tf 0,2% Mz36 Eur;EUR;1000;Senior;03/03/2021;;17/03/2036;;
26/03/2022;MOT;EUROMOT;XS2307046354;Iadb Tf 6,5% Mz31 Brl;BRL;10000;Senior;04/03/2021;;04/03/2031;;
26/03/2022;MOT;EUROMOT;XS2306852828;Ifc Zc Fb41 Brl;BRL;5000;Senior;25/02/2021;;25/02/2041;;
26/03/2022;MOT;EUROMOT;XS2302922302;Eib Tf 1% Fb28 Pln;PLN;1000;Senior;25/02/2021;;25/02/2028;;
26/03/2022;MOT;EUROMOT;XS2298601514;Eib Tf 4,5% Fb28 Mxn;MXN;1000;Senior;16/02/2021;;16/02/2028;;
26/03/2022;MOT;EUROMOT;XS2296644094;Ebrd Tf 4,25% Fb28 Idr;IDR;10000000;Senior;05/02/2021;;07/02/2028;;
26/03/2022;MOT;EUROMOT;XS2294840363;Intsanpaolo Tf 1,4% Fb31 Gbp;GBP;1000;Senior;08/02/2021;;08/02/2031;;
26/03/2022;MOT;EUROMOT;XS2294835017;Intsanpaolo Tf 1,9% Fb29 Usd;USD;2000;Senior;08/02/2021;;08/02/2029;;
26/03/2022;MOT;EUROMOT;XS2293889759;Ifc Tf 6,25% Fb28 Brl;BRL;5000;Senior;04/02/2021;;04/02/2028;;
26/03/2022;MOT;EUROMOT;XS2289795465;Newlat Food Tf 2,625% Fb27 Call Eur;EUR;1000;Senior;19/02/2021;;19/02/2027;;
26/03/2022;MOT;EUROMOT;XS2288932853;Kfw Green Bond Tf 5,8% Ge28 Zar;ZAR;2500000;Senior;19/01/2021;;19/01/2028;;
26/03/2022;MOT;EUROMOT;XS2285181074;World Bank Green Bond Tf 5,75% Ge28 Brl;BRL;10000;Senior;15/01/2021;;14/01/2028;;
26/03/2022;MOT;EUROMOT;XS2262211076;Romania Tf 1,375% Dc29 Eur;EUR;1000;Senior;02/12/2020;;02/12/2029;;
26/03/2022;MOT;EUROMOT;XS2259191430;Hungary Tf 1,5% Nv50 Eur;EUR;1000;Senior;17/11/2020;;17/11/2050;;
26/03/2022;MOT;EUROMOT;XS2259191273;Hungary Tf 0,5% Nv30 Eur;USD;1000;Senior;17/11/2020;;18/11/2030;;
26/03/2022;MOT;EUROMOT;XS2258400162;Romania Tf 2,625% Dc40 Eur;EUR;1000;Senior;02/12/2020;;02/12/2040;;
26/03/2022;MOT;EUROMOT;XS2241390983;Intsanpaolo Tf 2,1% Nv30 Usd;USD;2000;Senior;13/11/2020;;13/11/2030;;
26/03/2022;MOT;EUROMOT;XS2241390710;Intsanpaolo Sc Nv27 Usd;USD;2000;Senior;13/11/2020;;13/11/2027;;
26/03/2022;MOT;EUROMOT;XS2236340522;Eib Tf 6,5% St32 Zar;ZAR;10000;Senior;28/09/2020;;28/09/2032;;
26/03/2022;MOT;EUROMOT;XS2234571771;Bulgaria Tf 1,375% St50 Eur;EUR;1000;Senior;23/09/2020;;23/09/2050;;
26/03/2022;MOT;EUROMOT;XS2234571425;Bulgaria Tf 0,375% St30 Eur;EUR;1000;Senior;23/09/2020;;23/09/2030;;
26/03/2022;MOT;EUROMOT;XS2228199209;Ifc Zc St30 Rub;RUB;50000;Senior;14/09/2020;;09/09/2030;;
26/03/2022;MOT;EUROMOT;XS2225429872;Eib Zc St35 Zar;ZAR;5000;Senior;02/09/2020;;02/09/2035;;
26/03/2022;MOT;EUROMOT;XS2209794408;Kfw Green Bond Tf 0% St28 Eur;EUR;1000;Senior;28/07/2020;;15/09/2028;;
26/03/2022;MOT;EUROMOT;XS2201851685;Romania Tf 4% Fb51 Usd;USD;2000;Senior;14/07/2020;;14/02/2051;;
26/03/2022;MOT;EUROMOT;XS2201851172;Romania Tf 3% Fb31 Usd;USD;2000;Senior;14/07/2020;;14/02/2031;;
26/03/2022;MOT;EUROMOT;XS2194790262;Eib Green Bond Tf 0,01% Nv35 Eur;EUR;1000;Senior;29/06/2020;;15/11/2035;;
26/03/2022;MOT;EUROMOT;XS2189259018;Eib Tf 0,25% Gn40 Eur;EUR;1000;Senior;15/06/2020;;15/06/2040;;
26/03/2022;MOT;EUROMOT;XS2181689659;Hungary Green Bond Tf 1,75% Gn35 Eur;EUR;1000;Senior;05/06/2020;;05/06/2035;;
26/03/2022;MOT;EUROMOT;XS2178857954;Romania Tf 3,624% Mg30 Eur;EUR;1000;Senior;26/05/2020;;26/05/2030;;
26/03/2022;MOT;EUROMOT;XS2177447179;Ifc Zc Mg30 Brl;BRL;5000;Senior;20/05/2020;;20/05/2030;;
26/03/2022;MOT;EUROMOT;XS2161992511;Hungary Tf 1,625% Ap32 Eur;EUR;1000;Senior;28/04/2020;;28/04/2032;;
26/03/2022;MOT;EUROMOT;XS2141592365;Imi Sc Gn26 Usd;USD;2000;Senior;05/06/2020;;05/06/2026;;
26/03/2022;MOT;EUROMOT;XS2122575678;World Bank Sustainable Tf 1% Dc29 Gbp;GBP;1000;Senior;21/02/2020;;21/12/2029;;
26/03/2022;MOT;EUROMOT;XS2113033281;World Bank Sustainable Tf 0,75% Dc26 Gbp;GBP;1000;Senior;04/02/2020;;15/12/2026;;
26/03/2022;MOT;EUROMOT;XS2110832040;Eib Tf 0,75% Lg27 Gbp;GBP;1000;Senior;31/01/2020;;22/07/2027;;
26/03/2022;MOT;EUROMOT;XS2109813142;Romania Tf 3,375% Ge50 Eur;EUR;1000;Senior;28/01/2020;;28/01/2050;;
26/03/2022;MOT;EUROMOT;XS2109812508;Romania Tf 2% Ge32 Eur;EUR;1000;Senior;28/01/2020;;28/01/2032;;
26/03/2022;MOT;EUROMOT;XS2109438387;Imi Mc Ge30 Eur;EUR;1000;Senior;31/01/2020;;31/01/2030;;
26/03/2022;MOT;EUROMOT;XS2105803527;Eib Tf 7,25% Ge30 Zar;ZAR;10000;Senior;23/01/2020;;23/01/2030;;
26/03/2022;MOT;EUROMOT;XS2102495673;Eib Tf 0,05% Ge30 Eur;EUR;1000;Senior;16/01/2020;;16/01/2030;;
26/03/2022;MOT;EUROMOT;XS2102154171;Afdb Zc Ge50 Zar;ZAR;100000;Senior;17/01/2020;;17/01/2050;;
26/03/2022;MOT;EUROMOT;XS2080969665;Gs Fin Corp Mc Dc26 Usd;USD;2000;Senior;19/12/2019;;19/12/2026;;
26/03/2022;MOT;EUROMOT;XS2077560162;Ifc Tf 7,25% Nv26 Zar;ZAR;10000;Senior;12/11/2019;;12/11/2026;;
